1,-9023.17,90
2,-9023.96,90
3,-9520.6,95
4,-9720.23,97
5,-9320.85,93
6,-9423.38,94
7,-9420.06,94
8,-9322.13,93
9,-9620.11,96
10,-9122.04,91
11,-9322.37,93
12,-9221.2,92
13,-9519.8,95
14,-9023.25,90
15,-9721.23,97
16,-9422.37,94
17,-9419.97,94
18,-9918.03,99
19,-9122.25,91
20,-9221.28,92
21,-9221.76,92
22,-9222.51,92
23,-9620.62,96
24,-9023.34,90
25,-9420.39,94
26,-9520.11,95
27,-9222.5,92
28,-9518.93,95
29,-9419.25,94
30,-9121,91
31,-9121.72,91
32,-9618.76,96
33,-9419.28,94
34,-9318.28,93
35,-9320.16,93
36,-9619.06,96
37,-9022.23,90
38,-9421.38,94
39,-9121.85,91
40,-9519.51,95
41,-9320.19,93
42,-9221.3,92
43,-9518.54,95
44,-9419.71,94
45,-9518.47,95
46,-9718.71,97
47,-9021.57,90
48,-8822.92,88
49,-9518.26,95
50,-9220.74,92
51,-8920.57,89
52,-8523.94,85
53,-8922.58,89
54,-8922.07,89
55,-9121.27,91
56,-9319.53,93
57,-8126.3,81
58,-9020.7,90
59,-9121.43,91
60,-9121.1,91
61,-9220.11,92
62,-8223.31,82
63,-8623.15,86
64,-8025.52,80
65,-8821.96,88
66,-8423.68,84
67,-8224.76,82
68,-8822.68,88
69,-8823.31,88
70,-8920.64,89
71,-8822.34,88
72,-8920.7,89
73,-8723.39,87
74,-7827.18,78
75,-8324.32,83
76,-7727.31,77
77,-8324.17,83
78,-8623.54,86
79,-8224.32,82
80,-8724.27,87
81,-7328.95,73
82,-8225.56,82
83,-8423.45,84
84,-7529.09,75
85,-8524.46,85
86,-8524.35,85
87,-7428.32,74
88,-8223.97,82
89,-8423.25,84
90,-8025.57,80
91,-7128.64,71
92,-7825.56,78
93,-8324.43,83
94,-7129.5,71
95,-8025.19,80
96,-7327.82,73
97,-7526.68,75
98,-7229.91,72
99,-6829.91,68
100,-7029.07,70
101,-7527.06,75
102,-6530.52,65
103,-6730.3,67
104,-7128.82,71
105,-5934.19,59
106,-7726.92,77
107,-7428.71,74
108,-7129.45,71
109,-7030.02,70
110,-7029.65,70
111,-6730.95,67
112,-6332.62,63
113,-6133.23,61
114,-6630.25,66
