1,-1424.39,14
2,-1224.49,12
3,-1124.87,11
4,-1523.41,15
5,-1024.39,10
6,-1023.82,10
7,-1323.1,13
8,-1323.55,13
9,-1921.23,19
10,-1921.58,19
11,-1422.07,14
12,-2320.08,23
13,-2119.8,21
14,-1122.18,11
15,-822.52,8
16,-922.97,9
17,-1321.18,13
18,-1621.04,16
19,-1121.71,11
20,-1520.66,15
21,-2119.19,21
22,-1220.9,12
23,-222.82,2
24,-1320.7,13
25,-1220.33,12
26,-1320.47,13
27,-1320.6,13
28,-1519.97,15
29,-821.33,8
30,-521.92,5
31,-1220.09,12
32,-1020.97,10
33,-920.62,9
34,-521.19,5
35,-421.17,4
36,-1120.1,11
37,-820.2,8
38,-820.4,8
39,-420.93,4
40,-920.1,9
41,-620.93,6
42,-121.93,1
43,-520.77,5
44,-620.92,6
45,-620.89,6
46,-321.1,3
47,-720.41,7
48,-520.65,5
49,-321.09,3
50,-720.23,7
51,-520.77,5
52,-420.99,4
53,-420.69,4
54,-520.63,5
55,-420.66,4
56,-720.11,7
57,-221.06,2
58,-420.58,4
59,-121.2,1
60,-221.12,2
61,-520.44,5
62,-320.65,3
63,-320.98,3
64,-420.46,4
65,-320.75,3
66,-320.86,3
67,-121.06,1
68,-420.53,4
69,-21.28,0
70,-21.17,0
71,-220.88,2
72,-21.25,0
73,-121.2,1
74,-320.69,3
75,-121.08,1
76,-120.93,1
77,-320.6,3
78,-121.01,1
79,-120.95,1
80,-220.81,2
81,-220.72,2
82,-21.26,0
83,-21.03,0
84,-21.09,0
85,-21.21,0
86,-220.69,2
87,-120.98,1
88,-120.92,1
89,-21.09,0
90,-220.74,2
91,-220.77,2
92,-21.07,0
93,-21.04,0
94,-21.14,0
95,-21.06,0
96,-21.05,0
97,-120.86,1
98,-120.86,1
99,-220.75,2
100,-220.65,2
