1,-30
2,-39
3,-34
4,-34
5,-34
6,-41
7,-30
8,-29
9,-26
10,-39
11,-36
12,-37
13,-35
14,-35
15,-31
16,-37
17,-30
18,-35
19,-33
20,-38
21,-36
22,-28
23,-31
24,-33
25,-26
26,-34
27,-38
28,-29
29,-38
30,-36
31,-37
32,-41
33,-37
34,-35
35,-32
36,-34
37,-36
38,-32
39,-31
40,-42
41,-31
42,-33
43,-37
44,-34
45,-30
46,-36
47,-38
48,-35
49,-28
50,-31
51,-36
52,-35
53,-38
54,-29
55,-28
56,-33
57,-39
58,-33
59,-33
60,-30
61,-30
62,-29
63,-34
64,-30
65,-29
66,-29
67,-47
68,-37
69,-44
70,-37
71,-35
72,-32
73,-37
74,-32
75,-39
76,-32
77,-30
78,-31
79,-27
80,-29
81,-36
82,-37
83,-36
84,-29
85,-35
86,-34
87,-30
88,-30
89,-28
90,-35
91,-32
92,-26
93,-32
94,-24
95,-39
96,-34
97,-32
98,-36
99,-30
100,-30
101,-34
102,-36
103,-42
104,-30
105,-38
106,-40
107,-27
108,-43
109,-43
110,-29
111,-32
112,-30
113,-29
114,-39
115,-28
116,-39
117,-34
118,-43
119,-26
120,-39
121,-35
122,-28
123,-37
124,-25
125,-31
126,-27
127,-31
128,-28
129,-31
130,-32
131,-43
132,-42
133,-29
134,-32
135,-37
136,-33
137,-35
138,-34
139,-35
140,-38
141,-32
142,-32
143,-33
144,-35
145,-36
146,-34
147,-43
148,-30
149,-33
150,-38
151,-31
152,-40
153,-35
154,-35
155,-36
156,-34
157,-33
158,-41
159,-31
160,-31
161,-32
162,-34
163,-43
164,-35
165,-33
166,-32
167,-32
168,-35
169,-34
170,-37
171,-35
172,-27
173,-27
174,-28
175,-30
176,-34
177,-40
178,-31
179,-47
180,-28
181,-37
182,-38
183,-31
184,-30
185,-31
186,-30
187,-35
188,-30
189,-35
190,-31
191,-38
192,-34
193,-41
194,-38
195,-30
196,-38
197,-41
198,-27
199,-33
200,-40
201,-38
202,-31
203,-35
204,-32
205,-39
206,-37
207,-28
208,-24
209,-35
210,-34
211,-34
212,-29
213,-36
214,-33
215,-29
216,-41
217,-36
218,-35
219,-34
220,-34
221,-29
222,-36
223,-32
224,-34
225,-27
226,-33
227,-42
228,-34
229,-42
230,-28
231,-27
232,-33
233,-29
234,-24
235,-35
236,-38
237,-31
238,-34
239,-38
240,-47
241,-41
242,-35
243,-25
244,-36
245,-29
246,-36
247,-32
248,-32
249,-34
250,-36
251,-30
252,-28
253,-32
254,-30
255,-30
256,-34
257,-35
258,-31
259,-29
260,-36
261,-30
262,-30
263,-32
264,-34
265,-33
266,-39
267,-34
268,-26
269,-36
270,-35
271,-27
272,-32
273,-44
274,-34
275,-33
276,-27
277,-35
278,-30
279,-26
280,-32
281,-32
282,-35
283,-37
284,-40
285,-28
286,-34
287,-43
288,-29
289,-37
290,-32
291,-35
292,-34
293,-32
294,-38
295,-40
296,-43
297,-25
298,-38
299,-30
300,-33
301,-36
302,-38
303,-30
304,-31
305,-43
306,-40
307,-34
308,-33
309,-35
310,-33
311,-36
312,-31
313,-36
314,-30
315,-35
316,-39
317,-30
318,-29
319,-36
320,-29
321,-41
322,-36
323,-37
324,-32
325,-32
326,-38
327,-29
328,-28
329,-41
330,-36
331,-34
332,-39
333,-34
334,-34
335,-30
336,-30
337,-37
338,-30
339,-36
340,-34
341,-34
342,-33
343,-37
344,-34
345,-34
346,-34
347,-32
348,-38
349,-41
350,-33
351,-30
352,-30
353,-36
354,-35
355,-38
356,-32
357,-35
358,-31
359,-38
360,-32
361,-28
362,-31
363,-36
364,-47
365,-36
366,-36
367,-34
368,-33
369,-34
370,-34
371,-33
372,-36
373,-24
374,-36
375,-31
376,-32
377,-26
378,-35
379,-33
380,-30
381,-34
382,-31
383,-42
384,-30
385,-29
386,-38
387,-38
388,-35
389,-25
390,-40
391,-38
392,-35
393,-38
394,-34
395,-35
396,-30
397,-31
398,-34
399,-27
400,-30
401,-31
402,-43
403,-31
404,-40
405,-34
406,-39
407,-34
408,-29
409,-29
410,-39
411,-29
412,-38
413,-28
414,-37
415,-37
416,-29
417,-26
418,-26
419,-29
420,-34
421,-30
422,-36
423,-34
424,-30
425,-36
426,-34
427,-31
428,-31
429,-36
430,-27
431,-36
432,-31
433,-26
434,-34
435,-25
436,-26
437,-27
438,-34
439,-35
440,-36
441,-32
442,-37
443,-31
444,-42
445,-36
446,-34
447,-30
448,-36
449,-34
450,-40
451,-31
452,-29
453,-38
454,-32
455,-38
456,-27
457,-26
458,-29
459,-40
460,-32
461,-32
462,-30
463,-31
464,-27
465,-41
466,-35
467,-31
468,-27
469,-29
470,-34
471,-31
472,-36
473,-34
474,-33
475,-33
476,-30
477,-29
478,-34
479,-34
480,-32
481,-38
482,-38
483,-30
484,-29
485,-33
486,-36
487,-33
488,-25
489,-34
490,-28
491,-34
492,-28
493,-31
494,-29
495,-38
496,-37
497,-24
498,-40
499,-38
500,-32
501,-35
502,-33
503,-38
504,-32
505,-29
506,-38
507,-33
508,-31
509,-41
510,-42
511,-36
512,-28
513,-41
514,-38
515,-35
516,-32
517,-36
518,-29
519,-39
520,-36
521,-29
522,-39
523,-36
524,-35
525,-31
526,-32
527,-31
528,-36
529,-35
530,-30
531,-38
532,-29
533,-29
534,-32
535,-38
536,-36
537,-27
538,-37
539,-42
540,-30
541,-36
542,-34
543,-30
544,-43
545,-32
546,-36
547,-34
548,-29
549,-30
550,-33
551,-38
552,-26
553,-30
554,-29
555,-32
556,-33
557,-36
558,-33
559,-39
560,-30
561,-34
562,-24
563,-31
564,-35
565,-31
566,-38
567,-42
568,-36
569,-28
570,-30
571,-28
572,-27
573,-31
574,-41
575,-36
576,-26
577,-35
578,-26
579,-37
580,-32
581,-29
582,-31
583,-40
584,-38
585,-29
586,-29
587,-36
588,-26
589,-28
590,-41
591,-28
592,-35
593,-39
594,-35
595,-37
596,-31
597,-31
598,-34
599,-34
600,-36
601,-41
602,-28
603,-34
604,-31
605,-41
606,-31
607,-37
608,-36
609,-27
610,-34
611,-30
612,-33
613,-42
614,-39
615,-27
