1,-9520.58,95
2,-9122.31,91
3,-9321.81,93
4,-9321.23,93
5,-9421.71,94
6,-9222.99,92
7,-9221.09,92
8,-9323.6,93
9,-8924.51,89
10,-9520.06,95
11,-9717.76,97
12,-9422.06,94
13,-9120.82,91
14,-9320.21,93
15,-9521.2,95
16,-9517.66,95
17,-9222.23,92
18,-9120.87,91
19,-9520.32,95
20,-8923.85,89
21,-8624.32,86
22,-9718.94,97
23,-9222.7,92
24,-9619.78,96
25,-8922.1,89
26,-9320.25,93
27,-9418.67,94
28,-9320.07,93
29,-9519.08,95
30,-9618.15,96
31,-9119.91,91
32,-9520.09,95
33,-9123.7,91
34,-9317.94,93
35,-9220.86,92
36,-9121.46,91
37,-9121.66,91
38,-8923.21,89
39,-9320.36,93
40,-9219.91,92
41,-9619.79,96
42,-8921.69,89
43,-9220,92
44,-9022.06,90
45,-8922.89,89
46,-9121.2,91
47,-9419.71,94
48,-9418.21,94
49,-9120.28,91
50,-9021.48,90
51,-8822.27,88
52,-8723.31,87
53,-9220.17,92
54,-8921.94,89
55,-8722.52,87
56,-8921.7,89
57,-8920.17,89
58,-8723.26,87
59,-9220.44,92
60,-9219.71,92
61,-8523.22,85
62,-8921.17,89
63,-8923.34,89
64,-8524.43,85
65,-9022.55,90
66,-8722.48,87
67,-8921.73,89
68,-8822.82,88
69,-8524.43,85
70,-8123.73,81
71,-8723.35,87
72,-8822.61,88
73,-8523.41,85
74,-8524.12,85
75,-8325.06,83
76,-8224.86,82
77,-8127.1,81
78,-8523.78,85
79,-7628.03,76
80,-8223.11,82
81,-8324.41,83
82,-8224.53,82
83,-8423.88,84
84,-8025.48,80
85,-7527.18,75
86,-8124.26,81
87,-7729.16,77
88,-7429.49,74
89,-7727.57,77
90,-8124.58,81
91,-7727.85,77
92,-7627.86,76
93,-7129.64,71
94,-7428.3,74
95,-7627.88,76
96,-7229.45,72
97,-7626.91,76
98,-7428.43,74
99,-7626.92,76
100,-7227.66,72
101,-7927.36,79
102,-7626.87,76
103,-7229.11,72
104,-7030.93,70
105,-6531.95,65
106,-7330.26,73
107,-7130.68,71
108,-6929.38,69
109,-5936.12,59
110,-6832.12,68
111,-7727.98,77
112,-7130.18,71
113,-5636.32,56
114,-6832.48,68
115,-6134.76,61
116,-6532.81,65
117,-6832.64,68
118,-6532.02,65
119,-6432.48,64
120,-6234.13,62
121,-6532.7,65
122,-7229.32,72
123,-6930.48,69
124,-6731.58,67
125,-5835.34,58
126,-6234.6,62
127,-6930.3,69
128,-4939.67,49
129,-5535.13,55
130,-5636.99,56
131,-6034.78,60
132,-5636.83,56
133,-6234.07,62
134,-6531.64,65
135,-5735.31,57
136,-4838.82,48
137,-5138.62,51
138,-6034.82,60
139,-6033.94,60
140,-6432.9,64
141,-5237.77,52
142,-5038.58,50
143,-5935.04,59
144,-5536.51,55
145,-5537.5,55
146,-4939,49
147,-5237.04,52
148,-3943.71,39
149,-4541.46,45
150,-5038.98,50
151,-4938.84,49
152,-4740.73,47
153,-5435.34,54
154,-3744.06,37
155,-5337.96,53
156,-4641.07,46
157,-5137.54,51
158,-5536.96,55
159,-4242.51,42
160,-3544.96,35
161,-4043.2,40
162,-4541.24,45
163,-3645.06,36
164,-2848.27,28
165,-4242.49,42
166,-4342.38,43
167,-3246.48,32
168,-4043.26,40
169,-3643.77,36
170,-3744.44,37
171,-4639.12,46
172,-4142.91,41
173,-3445.36,34
174,-2449.13,24
175,-3246.1,32
176,-3446.37,34
177,-4142,41
178,-3146.49,31
179,-3545.86,35
180,-3445.31,34
181,-3843.68,38
182,-3245.83,32
183,-2748.29,27
184,-3245.65,32
185,-2748.5,27
186,-3046.28,30
187,-3743.01,37
188,-2846.74,28
189,-2049.51,20
190,-3045.66,30
191,-2548.28,25
192,-2846.11,28
193,-3244.96,32
194,-2348.46,23
195,-2348.36,23
196,-2945.84,29
197,-2945.53,29
198,-3444.6,34
199,-2747.66,27
200,-3046.79,30
201,-2646.78,26
202,-3145.34,31
203,-2846.43,28
204,-2447.4,24
205,-1551.06,15
206,-1949.91,19
207,-2348.06,23
208,-1849.6,18
209,-2447.77,24
210,-2447.88,24
211,-1949.67,19
212,-1849.39,18
213,-1950.15,19
214,-2049.27,20
215,-3045.66,30
216,-1949.4,19
217,-2048.7,20
218,-2149.91,21
219,-2546.41,25
220,-2149.47,21
221,-1551.43,15
222,-2248.03,22
223,-2049.19,20
224,-1251.48,12
225,-2246.89,22
226,-1648.95,16
227,-3044.39,30
228,-1748.59,17
229,-2645.95,26
230,-1648.74,16
231,-1748.72,17
232,-1748.33,17
233,-1050.91,10
234,-1848.31,18
235,-2246.66,22
236,-851.67,8
237,-2047.02,20
238,-1449.8,14
239,-2047.03,20
240,-1549.2,15
241,-1449.14,14
242,-1249.9,12
243,-1649.22,16
244,-1649,16
245,-1648.62,16
246,-1549.06,15
247,-1050.37,10
248,-1249.83,12
249,-1748.22,17
250,-1050.82,10
251,-951.28,9
252,-851.71,8
253,-1250.51,12
254,-1051.25,10
255,-1748.63,17
256,-1349.99,13
257,-1050.89,10
258,-951.1,9
259,-1150.78,11
260,-1947.4,19
261,-1050.97,10
262,-1649.47,16
263,-1050.67,10
264,-950.96,9
265,-1250.25,12
266,-950.95,9
267,-851.5,8
268,-1250.14,12
269,-951.34,9
270,-552.4,5
271,-1150.34,11
272,-751.81,7
273,-851.39,8
274,-1050.93,10
275,-751.76,7
276,-1150.46,11
277,-950.76,9
278,-652.18,6
279,-1050.72,10
280,-751.87,7
281,-652.02,6
282,-751.65,7
283,-751.98,7
284,-1050.43,10
285,-851.7,8
286,-651.62,6
287,-652.28,6
288,-552.23,5
289,-1050.57,10
290,-552.15,5
291,-950.87,9
292,-950.67,9
293,-452.86,4
294,-651.79,6
295,-552.81,5
